event_id,sport,action_type,competition,match_time,score_difference,is_home_player,player,opponent,dominant_side,fatigue_level,competition_importance,pressure_index,pressure_level,decision_zone,action_result
BKB_0017,basketball,decisive_shot,NBA,6,1,0,LeBron James,Holiday,right,0.98,0.68,0.545,media,mid_range,missed
BKB_0018,basketball,decisive_shot,NBA,10,-1,0,Jokic,Holiday,right,0.68,0.79,0.573,media,drive,scored
BKB_0019,basketball,decisive_shot,JJOO,7,-4,0,Luka Doncic,Gobert,right,0.25,0.83,0.383,media,three_point,missed
BKB_0020,basketball,decisive_shot,Euroleague,45,2,0,LeBron James,Adebayo,right,0.23,0.75,0.728,alta,drive,scored
BKB_0021,basketball,decisive_shot,NBA,30,3,0,Curry,Gobert,right,0.22,0.7,0.532,media,mid_range,blocked
BKB_0022,basketball,decisive_shot,Euroleague,9,2,1,Wembanyama,Bridges,right,0.54,0.65,0.475,media,mid_range,missed
BKB_0023,basketball,decisive_shot,Euroleague,25,-1,1,LeBron James,Thompson,right,0.94,0.46,0.646,media,mid_range,missed
BKB_0024,basketball,decisive_shot,NBA,25,1,1,Lillard,Davis,right,0.48,0.52,0.576,media,drive,scored
BKB_0025,basketball,decisive_shot,NBA,13,-3,1,Mitchell,Smart,right,0.64,0.6,0.451,media,three_point,scored
BKB_0026,basketball,decisive_shot,NBA,15,-3,1,Booker,White,right,0.24,0.85,0.459,media,three_point,missed
BKB_0027,basketball,decisive_shot,NBA,40,2,1,Giannis,White,right,0.7,0.79,0.732,alta,drive,blocked
BKB_0028,basketball,decisive_shot,JJOO,40,-3,1,Wembanyama,Gobert,right,0.62,0.74,0.644,media,drive,missed
BKB_0029,basketball,decisive_shot,NBA,40,3,1,Embiid,Smart,left,0.45,0.36,0.564,media,mid_range,scored
BKB_0030,basketball,decisive_shot,Euroleague,44,-1,1,LeBron James,Adebayo,right,0.8,0.58,0.816,alta,drive,missed
BKB_0031,basketball,decisive_shot,JJOO,46,-5,1,Mitchell,Smart,right,0.59,0.94,0.646,media,mid_range,scored
BKB_0032,basketball,decisive_shot,NBA,21,0,0,Tatum,Jackson Jr.,right,0.63,0.57,0.634,media,drive,scored
BKB_0033,basketball,decisive_shot,Euroleague,40,4,1,Curry,Adebayo,right,0.96,0.65,0.65,media,drive,missed
BKB_0034,basketball,decisive_shot,NBA,33,-5,0,Luka Doncic,Thompson,right,0.86,0.95,0.619,media,mid_range,missed
BKB_0035,basketball,decisive_shot,NBA,3,-5,1,Wembanyama,Bridges,right,0.61,0.47,0.3,baja,mid_range,missed
BKB_0036,basketball,decisive_shot,JJOO,11,-4,0,Luka Doncic,Gobert,right,0.88,0.58,0.463,media,mid_range,scored
BKB_0037,basketball,decisive_shot,NBA,19,2,1,Curry,Jackson Jr.,right,0.92,0.33,0.518,media,three_point,scored
BKB_0038,basketball,decisive_shot,JJOO,34,0,1,Edwards,Thompson,right,0.92,0.31,0.667,media,drive,scored
BKB_0039,basketball,decisive_shot,Euroleague,38,2,0,Lillard,Bridges,right,0.17,0.42,0.568,media,drive,missed
BKB_0040,basketball,decisive_shot,Euroleague,11,-5,0,LeBron James,Bridges,right,0.44,0.98,0.397,media,drive,missed
BKB_0041,basketball,decisive_shot,Euroleague,12,-3,0,Embiid,Bridges,right,0.78,0.52,0.441,media,drive,blocked
BKB_0042,basketball,decisive_shot,NBA,34,-3,1,Wembanyama,White,left,0.89,0.72,0.666,media,mid_range,missed
BKB_0043,basketball,decisive_shot,JJOO,30,-3,1,Edwards,Jackson Jr.,right,0.2,0.42,0.474,media,mid_range,missed
BKB_0044,basketball,decisive_shot,JJOO,17,-1,0,Durant,Adebayo,right,0.93,0.91,0.657,media,mid_range,blocked
BKB_0045,basketball,decisive_shot,JJOO,21,4,0,Morant,White,right,0.54,0.64,0.469,media,mid_range,missed
BKB_0046,basketball,decisive_shot,JJOO,16,-3,1,Jokic,Thompson,right,0.5,0.72,0.505,media,mid_range,scored
BKB_0047,basketball,decisive_shot,NBA,21,2,1,Edwards,Smart,right,0.98,0.39,0.547,media,drive,scored
BKB_0048,basketball,decisive_shot,NBA,41,-3,0,Wembanyama,Smart,right,0.21,0.66,0.565,media,drive,scored
BKB_0049,basketball,decisive_shot,Euroleague,44,4,0,Embiid,White,right,0.71,0.4,0.592,media,three_point,missed
BKB_0050,basketball,decisive_shot,JJOO,36,0,0,Morant,Bridges,right,0.23,0.73,0.693,media,mid_range,missed
BKB_0051,basketball,decisive_shot,JJOO,41,0,0,Lillard,White,right,0.83,0.47,0.767,alta,drive,scored
BKB_0052,basketball,decisive_shot,JJOO,8,-1,1,Luka Doncic,Smart,right,0.36,0.96,0.547,media,drive,blocked
BKB_0053,basketball,decisive_shot,NBA,6,-2,1,Mitchell,Bridges,right,0.18,0.61,0.364,media,three_point,missed
BKB_0054,basketball,decisive_shot,JJOO,3,-3,1,Luka Doncic,Davis,right,0.62,0.78,0.413,media,drive,missed
BKB_0055,basketball,decisive_shot,JJOO,35,-4,0,Curry,Davis,right,0.8,0.81,0.644,media,mid_range,missed
BKB_0056,basketball,decisive_shot,Euroleague,39,0,0,Embiid,Thompson,left,0.96,0.57,0.801,alta,drive,missed
BKB_0057,basketball,decisive_shot,JJOO,21,-2,1,Embiid,Smart,right,0.11,0.57,0.474,media,three_point,missed
BKB_0058,basketball,decisive_shot,Euroleague,35,4,1,Edwards,White,right,0.81,0.6,0.604,media,mid_range,missed
BKB_0059,basketball,decisive_shot,JJOO,25,-1,0,Jokic,Gobert,right,0.9,0.9,0.718,alta,mid_range,blocked
BKB_0060,basketball,decisive_shot,NBA,13,2,1,Morant,Davis,right,0.51,0.96,0.572,media,mid_range,scored
BKB_0061,basketball,decisive_shot,Euroleague,30,-4,1,Lillard,Jackson Jr.,right,0.28,0.68,0.5,media,drive,blocked
BKB_0062,basketball,decisive_shot,JJOO,36,-3,1,Jokic,Gobert,right,0.69,0.39,0.549,media,three_point,scored
BKB_0063,basketball,decisive_shot,Euroleague,36,-4,1,Brunson,Gobert,right,0.6,0.47,0.544,media,three_point,scored
BKB_0064,basketball,decisive_shot,Euroleague,43,-3,0,Edwards,Davis,right,0.54,0.96,0.771,alta,mid_range,missed
BKB_0065,basketball,decisive_shot,NBA,42,4,1,Luka Doncic,Smart,left,0.55,0.67,0.583,media,mid_range,blocked
BKB_0066,basketball,decisive_shot,Euroleague,24,1,0,Durant,Gobert,right,0.84,0.79,0.673,media,mid_range,scored
BKB_0067,basketball,decisive_shot,NBA,37,-5,1,Lillard,Thompson,right,0.43,0.64,0.51,media,drive,scored
BKB_0068,basketball,decisive_shot,JJOO,37,-4,0,Tatum,Bridges,right,0.47,0.57,0.533,media,drive,missed
BKB_0069,basketball,decisive_shot,Euroleague,5,0,0,Curry,Gobert,left,0.88,0.82,0.616,media,drive,missed
BKB_0070,basketball,decisive_shot,JJOO,7,3,1,Durant,Smart,left,0.59,0.76,0.467,media,drive,blocked
BKB_0071,basketball,decisive_shot,Euroleague,11,3,1,Edwards,Gobert,right,0.72,0.86,0.513,media,mid_range,scored
BKB_0072,basketball,decisive_shot,JJOO,18,4,1,LeBron James,Dort,right,0.48,0.8,0.482,media,mid_range,blocked
BKB_0073,basketball,decisive_shot,Euroleague,16,-2,1,LeBron James,Bridges,right,0.42,0.5,0.468,media,three_point,missed
BKB_0074,basketball,decisive_shot,NBA,47,-2,0,Jokic,Smart,right,0.14,0.83,0.737,alta,mid_range,missed
BKB_0075,basketball,decisive_shot,NBA,46,4,1,Lillard,Holiday,right,0.7,0.61,0.65,media,drive,blocked
BKB_0076,basketball,decisive_shot,NBA,0,0,0,Lillard,Dort,left,0.39,0.57,0.424,media,three_point,scored
BKB_0077,basketball,decisive_shot,NBA,31,2,0,Luka Doncic,Smart,right,0.6,0.71,0.626,media,mid_range,scored
BKB_0078,basketball,decisive_shot,Euroleague,13,3,0,Curry,Holiday,right,0.35,0.86,0.464,media,mid_range,missed
BKB_0079,basketball,decisive_shot,NBA,17,-1,1,Durant,Davis,right,0.32,0.37,0.488,media,drive,blocked
BKB_0080,basketball,decisive_shot,Euroleague,40,-1,1,Luka Doncic,White,right,0.22,0.88,0.705,alta,drive,missed
BKB_0081,basketball,decisive_shot,Euroleague,6,-3,1,Jokic,Gobert,right,0.71,0.32,0.368,media,mid_range,missed
BKB_0082,basketball,decisive_shot,JJOO,48,-5,0,Jokic,Davis,right,0.96,0.77,0.685,media,drive,missed
BKB_0083,basketball,decisive_shot,Euroleague,20,0,0,Edwards,Gobert,right,0.65,0.77,0.672,media,drive,missed
BKB_0084,basketball,decisive_shot,JJOO,22,-3,1,Brunson,Bridges,right,0.71,0.46,0.506,media,three_point,missed
BKB_0085,basketball,decisive_shot,JJOO,28,-4,1,Wembanyama,Davis,right,0.68,0.62,0.533,media,mid_range,missed
BKB_0086,basketball,decisive_shot,NBA,48,-1,1,Edwards,Holiday,right,0.47,0.36,0.743,alta,mid_range,missed
BKB_0087,basketball,decisive_shot,NBA,33,4,0,Embiid,Thompson,right,0.26,0.97,0.559,media,three_point,scored
BKB_0088,basketball,decisive_shot,Euroleague,2,-2,0,Wembanyama,Bridges,right,0.13,0.86,0.408,media,three_point,missed
BKB_0089,basketball,decisive_shot,JJOO,34,1,1,Durant,Jackson Jr.,right,0.25,0.83,0.637,media,drive,missed
BKB_0090,basketball,decisive_shot,NBA,15,-3,1,LeBron James,White,right,0.24,0.77,0.427,media,three_point,scored
BKB_0091,basketball,decisive_shot,NBA,4,0,0,Booker,Thompson,left,0.7,0.45,0.501,media,mid_range,blocked
BKB_0092,basketball,decisive_shot,NBA,19,-2,0,Curry,Smart,right,0.94,0.34,0.552,media,drive,scored
BKB_0093,basketball,decisive_shot,NBA,9,-2,1,Luka Doncic,Gobert,right,0.39,0.49,0.417,media,drive,scored
BKB_0094,basketball,decisive_shot,NBA,5,-2,1,Wembanyama,Adebayo,right,0.82,0.92,0.54,media,mid_range,missed
BKB_0095,basketball,decisive_shot,JJOO,13,4,0,Curry,Gobert,right,0.13,0.68,0.361,media,drive,blocked
BKB_0096,basketball,decisive_shot,Euroleague,15,4,1,Jokic,Gobert,right,0.16,0.33,0.291,baja,drive,missed
BKB_0097,basketball,decisive_shot,NBA,36,1,0,Luka Doncic,Smart,right,0.26,0.78,0.642,media,mid_range,scored
BKB_0098,basketball,decisive_shot,Euroleague,29,-4,0,Booker,Thompson,left,0.97,0.55,0.581,media,three_point,scored
BKB_0099,basketball,decisive_shot,NBA,5,-2,0,Edwards,Jackson Jr.,right,0.44,0.59,0.441,media,three_point,missed
BKB_0100,basketball,decisive_shot,JJOO,37,-2,1,LeBron James,Holiday,right,0.64,0.48,0.631,media,drive,missed
BKB_0101,basketball,decisive_shot,Euroleague,21,-2,1,Jokic,Bridges,right,0.97,0.4,0.534,media,drive,scored
BKB_0102,basketball,decisive_shot,NBA,6,-3,1,Wembanyama,Bridges,right,0.53,0.3,0.338,baja,drive,blocked
BKB_0103,basketball,decisive_shot,NBA,29,-1,1,Mitchell,Dort,right,0.63,0.84,0.692,media,drive,missed
BKB_0104,basketball,decisive_shot,JJOO,39,-4,0,Brunson,Smart,right,0.14,0.8,0.547,media,mid_range,scored
BKB_0105,basketball,decisive_shot,Euroleague,30,4,1,Curry,Thompson,right,0.22,0.31,0.432,media,mid_range,blocked
BKB_0106,basketball,decisive_shot,Euroleague,14,-3,1,Brunson,Holiday,left,0.57,0.91,0.539,media,drive,missed
BKB_0107,basketball,decisive_shot,Euroleague,22,-5,1,Edwards,White,right,0.25,0.33,0.336,baja,mid_range,scored
BKB_0108,basketball,decisive_shot,Euroleague,20,1,0,Giannis,White,right,0.82,0.47,0.558,media,three_point,missed
BKB_0109,basketball,decisive_shot,JJOO,4,1,1,Edwards,Thompson,right,0.19,0.45,0.37,media,mid_range,scored
BKB_0110,basketball,decisive_shot,NBA,13,1,0,Wembanyama,Bridges,right,0.5,0.37,0.444,media,drive,scored
BKB_0111,basketball,decisive_shot,Euroleague,7,-3,0,Morant,Davis,left,0.4,0.9,0.462,media,drive,missed
BKB_0112,basketball,decisive_shot,Euroleague,22,2,0,LeBron James,White,right,0.84,0.72,0.603,media,mid_range,scored
BKB_0113,basketball,decisive_shot,Euroleague,35,-1,1,Embiid,Bridges,right,0.85,0.78,0.722,alta,mid_range,missed
BKB_0114,basketball,decisive_shot,NBA,44,-1,1,Jokic,Davis,right,0.84,0.34,0.763,alta,drive,missed
BKB_0115,basketball,decisive_shot,NBA,1,3,1,Tatum,Thompson,left,0.74,0.41,0.348,baja,three_point,missed
BKB_0116,basketball,decisive_shot,NBA,4,3,0,Durant,Thompson,left,0.47,0.42,0.345,baja,mid_range,missed
BKB_0117,basketball,decisive_shot,Euroleague,41,0,1,Giannis,Davis,right,0.8,0.71,0.778,alta,three_point,scored
BKB_0118,basketball,decisive_shot,NBA,14,-1,1,Durant,Gobert,right,0.66,0.86,0.584,media,three_point,blocked
BKB_0119,basketball,decisive_shot,NBA,3,-4,0,Lillard,Gobert,right,0.92,0.98,0.482,media,mid_range,scored
BKB_0120,basketball,decisive_shot,NBA,25,3,1,Lillard,Gobert,right,0.27,0.48,0.457,media,drive,missed
BKB_0121,basketball,decisive_shot,Euroleague,14,1,1,Durant,Bridges,right,0.47,0.96,0.575,media,mid_range,blocked
BKB_0122,basketball,decisive_shot,JJOO,19,1,1,Giannis,Smart,right,0.46,0.7,0.584,media,mid_range,scored
BKB_0123,basketball,decisive_shot,Euroleague,14,-1,1,Wembanyama,Thompson,right,0.28,0.67,0.522,media,mid_range,scored
BKB_0124,basketball,decisive_shot,NBA,3,3,1,Tatum,White,right,0.5,0.64,0.368,media,three_point,missed
BKB_0125,basketball,decisive_shot,JJOO,18,-1,0,Embiid,Jackson Jr.,right,0.45,0.69,0.572,media,drive,missed
BKB_0126,basketball,decisive_shot,Euroleague,19,2,0,Wembanyama,Gobert,right,0.75,0.61,0.562,media,drive,scored
BKB_0127,basketball,decisive_shot,JJOO,5,1,0,Morant,Davis,right,0.8,0.66,0.524,media,drive,missed
BKB_0128,basketball,decisive_shot,Euroleague,32,0,1,Durant,Smart,right,0.5,0.81,0.69,media,mid_range,scored
BKB_0129,basketball,decisive_shot,Euroleague,4,-4,0,Mitchell,Bridges,right,0.2,0.44,0.264,baja,mid_range,scored
BKB_0130,basketball,decisive_shot,Euroleague,6,2,1,Wembanyama,Dort,right,0.84,0.34,0.445,media,drive,blocked
BKB_0131,basketball,decisive_shot,NBA,13,2,0,Brunson,Holiday,right,0.68,0.88,0.565,media,three_point,scored
BKB_0132,basketball,decisive_shot,NBA,8,-4,1,Curry,White,right,0.97,0.61,0.457,media,mid_range,scored
BKB_0133,basketball,decisive_shot,NBA,9,4,0,Durant,White,right,0.22,0.47,0.297,baja,drive,scored
BKB_0134,basketball,decisive_shot,JJOO,19,4,0,Mitchell,Thompson,right,0.86,0.86,0.537,media,drive,scored
BKB_0135,basketball,decisive_shot,NBA,25,1,0,LeBron James,Jackson Jr.,right,0.13,0.85,0.571,media,mid_range,missed
BKB_0136,basketball,decisive_shot,JJOO,28,2,1,Tatum,Smart,right,0.9,0.36,0.573,media,mid_range,missed
BKB_0137,basketball,decisive_shot,JJOO,13,4,0,Edwards,Smart,right,0.21,0.35,0.3,baja,drive,scored
BKB_0138,basketball,decisive_shot,JJOO,41,0,1,Luka Doncic,Davis,right,0.33,0.7,0.727,alta,drive,scored
BKB_0139,basketball,decisive_shot,Euroleague,11,-1,0,Durant,Davis,right,0.35,0.56,0.45,media,three_point,missed
BKB_0140,basketball,decisive_shot,JJOO,5,0,0,Giannis,Bridges,right,0.74,0.62,0.54,media,three_point,missed
BKB_0141,basketball,decisive_shot,NBA,46,4,0,Durant,Adebayo,right,0.84,0.54,0.645,media,drive,missed
BKB_0142,basketball,decisive_shot,JJOO,20,-4,0,Curry,Thompson,left,0.16,0.78,0.425,media,drive,missed
BKB_0143,basketball,decisive_shot,Euroleague,29,4,1,Jokic,Dort,right,0.53,0.87,0.582,media,three_point,scored
BKB_0144,basketball,decisive_shot,Euroleague,45,4,1,Giannis,Thompson,right,0.93,0.85,0.695,media,mid_range,missed
BKB_0145,basketball,decisive_shot,NBA,41,0,0,Brunson,Gobert,right,0.73,0.96,0.861,alta,three_point,scored
BKB_0146,basketball,decisive_shot,JJOO,35,1,0,Jokic,Dort,right,0.72,0.93,0.769,alta,drive,missed
BKB_0147,basketball,decisive_shot,JJOO,6,-3,1,Jokic,Gobert,right,0.65,0.35,0.374,media,three_point,scored
BKB_0148,basketball,decisive_shot,Euroleague,25,1,1,Jokic,Dort,left,0.37,0.44,0.515,media,three_point,blocked
BKB_0149,basketball,decisive_shot,JJOO,39,-3,1,Embiid,Gobert,right,0.19,0.93,0.626,media,drive,scored
BKB_0150,basketball,decisive_shot,Euroleague,35,-4,1,Mitchell,White,right,0.6,0.46,0.53,media,mid_range,missed
BKB_0151,basketball,decisive_shot,JJOO,41,1,0,Jokic,Holiday,right,0.28,0.55,0.634,media,mid_range,blocked
BKB_0152,basketball,decisive_shot,JJOO,42,3,0,Luka Doncic,White,right,0.28,0.54,0.578,media,three_point,missed
BKB_0153,basketball,decisive_shot,NBA,4,1,0,Embiid,Adebayo,left,0.35,0.7,0.436,media,drive,blocked
BKB_0154,basketball,decisive_shot,JJOO,10,-3,0,Jokic,Jackson Jr.,right,0.47,0.75,0.438,media,mid_range,missed
BKB_0155,basketball,decisive_shot,JJOO,10,-4,0,LeBron James,Dort,right,0.47,0.53,0.35,baja,three_point,scored
BKB_0156,basketball,decisive_shot,Euroleague,5,0,0,Curry,Bridges,right,0.55,0.68,0.529,media,drive,blocked
BKB_0157,basketball,decisive_shot,Euroleague,27,3,0,Durant,Jackson Jr.,right,0.48,0.34,0.453,media,mid_range,scored
BKB_0158,basketball,decisive_shot,Euroleague,7,4,0,Durant,Davis,right,0.86,0.43,0.377,media,drive,scored
BKB_0159,basketball,decisive_shot,Euroleague,8,0,0,Durant,Thompson,right,0.11,0.36,0.397,media,three_point,scored
BKB_0160,basketball,decisive_shot,NBA,13,1,0,Edwards,Thompson,right,0.18,0.62,0.461,media,mid_range,scored
BKB_0161,basketball,decisive_shot,Euroleague,4,-3,1,Durant,Davis,left,0.64,0.79,0.442,media,three_point,scored
BKB_0162,basketball,decisive_shot,JJOO,23,-3,0,Wembanyama,Gobert,right,0.47,0.7,0.519,media,three_point,scored
BKB_0163,basketball,decisive_shot,JJOO,18,-1,1,Embiid,Dort,left,0.55,0.62,0.56,media,mid_range,missed
BKB_0164,basketball,decisive_shot,NBA,10,-3,1,Durant,Bridges,right,0.39,0.77,0.45,media,three_point,missed
BKB_0165,basketball,decisive_shot,NBA,39,-2,1,Wembanyama,White,right,0.84,0.78,0.744,alta,drive,missed
BKB_0166,basketball,decisive_shot,JJOO,12,-2,0,Brunson,Smart,right,0.91,0.53,0.52,media,mid_range,scored
BKB_0167,basketball,decisive_shot,JJOO,30,-2,0,Lillard,Adebayo,right,0.45,0.96,0.626,media,drive,scored
BKB_0168,basketball,decisive_shot,Euroleague,6,4,1,Embiid,White,right,0.16,0.73,0.312,baja,mid_range,missed
BKB_0169,basketball,decisive_shot,Euroleague,1,0,0,Morant,Jackson Jr.,right,0.92,0.8,0.599,media,mid_range,missed
BKB_0170,basketball,decisive_shot,Euroleague,12,-3,1,Wembanyama,Adebayo,right,0.93,0.58,0.507,media,mid_range,missed
BKB_0171,basketball,decisive_shot,NBA,40,1,0,Brunson,Holiday,right,0.39,0.74,0.677,media,mid_range,missed
BKB_0172,basketball,decisive_shot,NBA,26,-2,0,Wembanyama,Gobert,right,0.9,0.91,0.69,media,mid_range,scored
BKB_0173,basketball,decisive_shot,Euroleague,1,-4,1,Durant,Thompson,right,0.77,1.0,0.45,media,drive,scored
BKB_0174,basketball,decisive_shot,Euroleague,31,-2,1,Curry,Smart,right,0.95,0.4,0.637,media,drive,blocked
BKB_0175,basketball,decisive_shot,Euroleague,38,-1,0,Jokic,Jackson Jr.,right,0.73,0.34,0.633,media,three_point,missed
BKB_0176,basketball,decisive_shot,JJOO,9,-4,0,Giannis,Davis,right,0.89,0.4,0.398,media,mid_range,missed
BKB_0177,basketball,decisive_shot,Euroleague,3,2,0,Wembanyama,Davis,right,0.61,0.89,0.477,media,mid_range,missed
BKB_0178,basketball,decisive_shot,NBA,45,-4,1,Jokic,Bridges,right,0.39,0.73,0.629,media,three_point,missed
BKB_0179,basketball,decisive_shot,NBA,45,2,0,Mitchell,Smart,right,0.57,0.55,0.753,alta,mid_range,scored
BKB_0180,basketball,decisive_shot,NBA,29,0,0,Embiid,Dort,right,0.56,0.86,0.703,alta,drive,missed
BKB_0181,basketball,decisive_shot,NBA,40,1,0,Edwards,Davis,right,0.56,0.99,0.773,alta,drive,missed
BKB_0182,basketball,decisive_shot,Euroleague,30,-4,0,Jokic,Bridges,right,0.69,1.0,0.615,media,three_point,scored
BKB_0183,basketball,decisive_shot,NBA,5,4,0,Booker,Adebayo,right,0.73,0.9,0.431,media,mid_range,missed
BKB_0184,basketball,decisive_shot,JJOO,1,3,0,Giannis,Thompson,right,0.34,0.52,0.347,baja,drive,blocked
BKB_0185,basketball,decisive_shot,Euroleague,46,-3,1,Embiid,Dort,right,0.2,0.82,0.712,alta,three_point,missed
BKB_0186,basketball,decisive_shot,NBA,33,1,1,Wembanyama,Dort,right,0.88,0.3,0.636,media,mid_range,missed
BKB_0187,basketball,decisive_shot,NBA,30,-1,1,Embiid,Bridges,right,0.43,0.34,0.574,media,mid_range,blocked
BKB_0188,basketball,decisive_shot,Euroleague,36,-1,1,LeBron James,Holiday,right,0.18,0.79,0.651,media,drive,scored
BKB_0189,basketball,decisive_shot,NBA,3,2,1,Embiid,Dort,right,0.37,0.54,0.362,media,three_point,blocked
BKB_0190,basketball,decisive_shot,JJOO,10,-4,1,Brunson,Gobert,left,0.1,0.9,0.401,media,drive,scored
BKB_0191,basketball,decisive_shot,JJOO,39,1,0,Edwards,White,right,0.61,0.8,0.731,alta,mid_range,scored
BKB_0192,basketball,decisive_shot,JJOO,30,-3,0,Embiid,Smart,right,0.78,0.78,0.618,media,mid_range,missed
BKB_0193,basketball,decisive_shot,Euroleague,27,-1,0,Tatum,Davis,right,0.92,0.8,0.71,alta,mid_range,missed
BKB_0194,basketball,decisive_shot,JJOO,24,-3,0,Lillard,Gobert,right,0.72,0.3,0.48,media,drive,scored
BKB_0195,basketball,decisive_shot,JJOO,42,0,0,Morant,Dort,right,0.13,0.57,0.661,media,drive,missed
BKB_0196,basketball,decisive_shot,JJOO,3,-4,0,Jokic,Smart,right,0.77,0.99,0.465,media,mid_range,scored
BKB_0197,basketball,decisive_shot,Euroleague,47,-3,1,Brunson,Bridges,right,0.34,0.37,0.648,media,drive,missed
BKB_0198,basketball,decisive_shot,NBA,1,-3,0,Giannis,Dort,right,0.61,0.45,0.353,media,three_point,missed
BKB_0199,basketball,decisive_shot,JJOO,5,3,1,Luka Doncic,Holiday,right,0.4,0.67,0.404,media,drive,scored
BKB_0200,basketball,decisive_shot,NBA,4,-5,1,Curry,Dort,right,0.86,0.91,0.448,media,mid_range,scored
BKB_0201,basketball,decisive_shot,NBA,41,1,1,LeBron James,Davis,right,0.9,0.92,0.822,alta,drive,missed
BKB_0202,basketball,decisive_shot,Euroleague,10,1,0,LeBron James,Dort,right,0.22,0.68,0.476,media,drive,scored
BKB_0203,basketball,decisive_shot,JJOO,25,4,1,Morant,Adebayo,right,0.4,0.52,0.425,media,drive,scored
BKB_0204,basketball,decisive_shot,Euroleague,9,-2,1,LeBron James,Adebayo,right,0.32,0.64,0.441,media,mid_range,missed
BKB_0205,basketball,decisive_shot,NBA,15,2,0,Morant,Bridges,right,0.94,0.58,0.531,media,drive,blocked
BKB_0206,basketball,decisive_shot,Euroleague,11,0,0,Edwards,Smart,right,0.2,0.42,0.434,media,drive,scored
BKB_0207,basketball,decisive_shot,JJOO,25,-1,0,Lillard,Bridges,right,0.48,0.52,0.551,media,drive,missed
BKB_0208,basketball,decisive_shot,NBA,38,3,1,Wembanyama,Thompson,left,0.36,0.4,0.528,media,three_point,blocked
BKB_0209,basketball,decisive_shot,Euroleague,25,0,0,Giannis,Davis,right,0.57,0.76,0.654,media,mid_range,missed
BKB_0210,basketball,decisive_shot,NBA,11,0,0,Brunson,Davis,right,0.37,0.51,0.52,media,mid_range,scored
BKB_0211,basketball,decisive_shot,Euroleague,7,2,1,Curry,Jackson Jr.,right,0.88,0.34,0.46,media,mid_range,blocked
BKB_0212,basketball,decisive_shot,NBA,38,-2,1,Lillard,Bridges,left,0.27,0.46,0.582,media,drive,missed
BKB_0213,basketball,decisive_shot,Euroleague,10,0,1,Brunson,Holiday,right,0.18,0.98,0.587,media,mid_range,scored
BKB_0214,basketball,decisive_shot,NBA,43,-3,0,Durant,Holiday,right,0.57,0.5,0.627,media,three_point,missed
BKB_0215,basketball,decisive_shot,NBA,23,-1,0,Curry,Adebayo,right,0.1,0.58,0.526,media,drive,missed
BKB_0216,basketball,decisive_shot,NBA,1,3,0,Durant,White,right,0.29,0.33,0.304,baja,mid_range,missed
BKB_0217,basketball,decisive_shot,JJOO,17,-3,0,Booker,Smart,right,0.33,0.69,0.478,media,mid_range,missed
BKB_0218,basketball,decisive_shot,JJOO,14,3,1,Curry,Adebayo,right,0.2,0.91,0.438,media,three_point,missed
BKB_0219,basketball,decisive_shot,JJOO,46,3,1,Brunson,Gobert,right,0.2,0.99,0.744,alta,mid_range,missed
BKB_0220,basketball,decisive_shot,Euroleague,36,3,0,Luka Doncic,Gobert,left,0.28,0.32,0.479,media,drive,missed
