event_id,sport,action_type,competition,match_time,score_difference,is_home_player,player,opponent,dominant_side,fatigue_level,competition_importance,pressure_index,pressure_level,decision_zone,action_result
HOC_0087,hockey,shootout,JJOO,65,0,1,MacKinnon,Oettinger,right,0.69,0.43,0.838,alta,right_deke,saved
HOC_0088,hockey,shootout,NHL,65,0,0,Makar,Demko,right,0.58,0.44,0.8,alta,high_shot,saved
HOC_0089,hockey,shootout,NHL,65,0,1,Matthews,Hellebuyck,right,0.95,0.51,0.867,alta,direct_shot,goal
HOC_0090,hockey,shootout,NHL,65,0,1,Hughes,Demko,right,0.94,0.42,0.871,alta,direct_shot,saved
HOC_0091,hockey,shootout,JJOO,65,0,1,Kucherov,Bobrovsky,right,0.75,0.62,0.858,alta,high_shot,saved
HOC_0092,hockey,shootout,Mundial,65,0,1,McDavid,Saros,right,0.51,0.7,0.844,alta,direct_shot,saved
HOC_0093,hockey,shootout,NHL,65,0,1,Kucherov,Shesterkin,right,0.58,0.92,0.922,alta,right_deke,saved
HOC_0094,hockey,shootout,JJOO,65,0,0,Rantanen,Oettinger,right,0.71,0.45,0.828,alta,direct_shot,missed
HOC_0095,hockey,shootout,JJOO,65,0,1,Kaprizov,Shesterkin,right,0.84,0.7,0.908,alta,left_deke,saved
HOC_0096,hockey,shootout,Mundial,65,0,1,Kaprizov,Vasilevskiy,left,0.68,0.85,0.897,alta,direct_shot,saved
HOC_0097,hockey,shootout,NHL,65,0,1,Kaprizov,Sorokin,left,0.78,0.52,0.866,alta,high_shot,goal
HOC_0098,hockey,shootout,Mundial,65,0,1,Point,Oettinger,right,0.78,0.88,0.92,alta,direct_shot,missed
HOC_0099,hockey,shootout,NHL,65,0,0,Makar,Demko,right,0.95,0.5,0.869,alta,right_deke,goal
HOC_0100,hockey,shootout,JJOO,65,0,0,MacKinnon,Sorokin,right,0.74,0.66,0.873,alta,right_deke,saved
HOC_0101,hockey,shootout,JJOO,65,0,1,Robertson,Demko,left,0.57,0.65,0.856,alta,direct_shot,goal
HOC_0102,hockey,shootout,Mundial,65,0,0,Rantanen,Hellebuyck,left,0.96,0.87,0.959,alta,direct_shot,saved
HOC_0103,hockey,shootout,Mundial,65,0,0,Makar,Shesterkin,left,0.71,0.7,0.892,alta,direct_shot,goal
HOC_0104,hockey,shootout,JJOO,65,0,0,Matthews,Oettinger,left,0.91,0.87,0.952,alta,high_shot,saved
HOC_0105,hockey,shootout,JJOO,65,0,1,Rantanen,Oettinger,left,0.8,0.91,0.945,alta,right_deke,saved
HOC_0106,hockey,shootout,Mundial,65,0,0,Barkov,Oettinger,left,0.99,0.53,0.894,alta,high_shot,saved
HOC_0107,hockey,shootout,JJOO,65,0,1,Robertson,Demko,left,0.97,0.9,0.966,alta,low_shot,goal
HOC_0108,hockey,shootout,NHL,65,0,0,Ovechkin,Saros,right,0.63,0.92,0.919,alta,high_shot,goal
HOC_0109,hockey,shootout,NHL,65,0,1,MacKinnon,Hellebuyck,right,0.89,0.43,0.865,alta,low_shot,saved
HOC_0110,hockey,shootout,NHL,65,0,1,Matthews,Oettinger,left,0.78,0.98,0.939,alta,low_shot,saved
HOC_0111,hockey,shootout,Mundial,65,0,0,Draisaitl,Shesterkin,right,0.88,0.71,0.904,alta,right_deke,missed
HOC_0112,hockey,shootout,JJOO,65,0,1,Matthews,Bobrovsky,right,0.92,0.62,0.893,alta,high_shot,saved
HOC_0113,hockey,shootout,Mundial,65,0,1,Makar,Shesterkin,right,0.95,0.72,0.923,alta,low_shot,saved
HOC_0114,hockey,shootout,NHL,65,0,1,Makar,Shesterkin,left,0.68,0.64,0.872,alta,high_shot,saved
HOC_0115,hockey,shootout,Mundial,65,0,0,Hughes,Vasilevskiy,left,0.95,0.83,0.935,alta,high_shot,saved
HOC_0116,hockey,shootout,Mundial,65,0,1,Draisaitl,Bobrovsky,right,0.55,0.42,0.796,alta,direct_shot,saved
HOC_0117,hockey,shootout,NHL,65,0,1,MacKinnon,Oettinger,right,0.73,0.63,0.872,alta,left_deke,goal
HOC_0118,hockey,shootout,JJOO,65,0,0,Matthews,Demko,right,0.73,0.54,0.843,alta,high_shot,missed
HOC_0119,hockey,shootout,Mundial,65,0,1,Draisaitl,Swayman,right,0.61,0.97,0.922,alta,high_shot,missed
HOC_0120,hockey,shootout,NHL,65,0,0,Ovechkin,Sorokin,right,0.56,0.94,0.902,alta,direct_shot,saved
HOC_0121,hockey,shootout,NHL,65,0,0,Draisaitl,Saros,right,0.65,0.7,0.874,alta,direct_shot,goal
HOC_0122,hockey,shootout,Mundial,65,0,0,Matthews,Markström,right,0.93,0.85,0.948,alta,high_shot,goal
HOC_0123,hockey,shootout,Mundial,65,0,1,Pastrnak,Markström,right,1.0,0.98,0.976,alta,direct_shot,saved
HOC_0124,hockey,shootout,JJOO,65,0,0,Barkov,Shesterkin,right,0.83,0.49,0.856,alta,high_shot,saved
HOC_0125,hockey,shootout,NHL,65,0,1,Pastrnak,Shesterkin,right,0.68,0.82,0.911,alta,right_deke,saved
HOC_0126,hockey,shootout,Mundial,65,0,0,McDavid,Bobrovsky,left,0.58,0.6,0.842,alta,right_deke,goal
HOC_0127,hockey,shootout,JJOO,65,0,1,McDavid,Demko,right,0.71,0.61,0.864,alta,right_deke,saved
HOC_0128,hockey,shootout,Mundial,65,0,1,Barkov,Markström,right,0.92,0.66,0.916,alta,left_deke,saved
HOC_0129,hockey,shootout,Mundial,65,0,0,Pastrnak,Oettinger,left,0.96,0.7,0.919,alta,direct_shot,saved
HOC_0130,hockey,shootout,JJOO,65,0,0,Kucherov,Sorokin,right,0.96,0.99,0.99,alta,high_shot,saved
HOC_0131,hockey,shootout,JJOO,65,0,0,Crosby,Demko,right,0.96,0.45,0.877,alta,direct_shot,goal
HOC_0132,hockey,shootout,JJOO,65,0,1,Point,Swayman,left,0.52,0.7,0.866,alta,direct_shot,saved
HOC_0133,hockey,shootout,Mundial,65,0,1,Point,Bobrovsky,right,0.87,0.87,0.926,alta,direct_shot,goal
HOC_0134,hockey,shootout,JJOO,65,0,0,McDavid,Sorokin,left,0.97,0.45,0.86,alta,direct_shot,saved
HOC_0135,hockey,shootout,Mundial,65,0,1,Matthews,Markström,right,0.91,0.75,0.915,alta,direct_shot,saved
HOC_0136,hockey,shootout,JJOO,65,0,1,Pastrnak,Saros,right,0.78,0.53,0.854,alta,left_deke,missed
HOC_0137,hockey,shootout,NHL,65,0,0,Hughes,Hellebuyck,left,0.55,0.88,0.894,alta,direct_shot,saved
HOC_0138,hockey,shootout,JJOO,65,0,0,Hughes,Saros,left,0.9,0.72,0.906,alta,high_shot,missed
HOC_0139,hockey,shootout,JJOO,65,0,0,Pastrnak,Markström,right,0.59,0.7,0.873,alta,direct_shot,saved
HOC_0140,hockey,shootout,JJOO,65,0,1,McDavid,Bobrovsky,right,0.52,0.85,0.895,alta,left_deke,saved
HOC_0141,hockey,shootout,Mundial,65,0,1,Ovechkin,Vasilevskiy,right,0.69,0.49,0.849,alta,direct_shot,saved
HOC_0142,hockey,shootout,Mundial,65,0,1,Hughes,Bobrovsky,right,0.63,0.68,0.858,alta,left_deke,missed
HOC_0143,hockey,shootout,JJOO,65,0,1,Kaprizov,Hellebuyck,right,0.67,0.47,0.829,alta,left_deke,missed
HOC_0144,hockey,shootout,JJOO,65,0,1,Makar,Markström,right,0.93,0.61,0.882,alta,left_deke,goal
HOC_0145,hockey,shootout,NHL,65,0,1,Ovechkin,Demko,left,0.62,0.77,0.886,alta,high_shot,saved
HOC_0146,hockey,shootout,JJOO,65,0,1,Robertson,Bobrovsky,right,0.85,0.56,0.873,alta,high_shot,saved
HOC_0147,hockey,shootout,Mundial,65,0,1,Hughes,Sorokin,right,0.56,0.71,0.875,alta,right_deke,saved
HOC_0148,hockey,shootout,Mundial,65,0,1,Rantanen,Demko,right,0.81,0.56,0.864,alta,direct_shot,saved
HOC_0149,hockey,shootout,JJOO,65,0,1,MacKinnon,Bobrovsky,left,0.63,0.67,0.855,alta,direct_shot,saved
HOC_0150,hockey,shootout,Mundial,65,0,0,Pastrnak,Hellebuyck,right,0.88,0.69,0.911,alta,direct_shot,missed
HOC_0151,hockey,shootout,JJOO,65,0,0,Point,Oettinger,left,0.85,0.67,0.909,alta,direct_shot,saved
HOC_0152,hockey,shootout,NHL,65,0,1,Ovechkin,Sorokin,right,0.88,0.56,0.891,alta,left_deke,saved
HOC_0153,hockey,shootout,JJOO,65,0,0,Ovechkin,Sorokin,right,0.61,0.51,0.826,alta,high_shot,goal
HOC_0154,hockey,shootout,Mundial,65,0,0,Hughes,Demko,right,0.95,0.89,0.963,alta,low_shot,goal
HOC_0155,hockey,shootout,JJOO,65,0,1,Kucherov,Hellebuyck,left,0.83,0.95,0.96,alta,left_deke,saved
HOC_0156,hockey,shootout,JJOO,65,0,1,Ovechkin,Hellebuyck,right,0.89,0.59,0.872,alta,low_shot,saved
HOC_0157,hockey,shootout,JJOO,65,0,1,Pastrnak,Markström,right,0.58,0.92,0.917,alta,right_deke,saved
HOC_0158,hockey,shootout,JJOO,65,0,0,Crosby,Swayman,right,0.91,0.68,0.906,alta,high_shot,saved
HOC_0159,hockey,shootout,Mundial,65,0,0,Barkov,Shesterkin,left,0.87,0.9,0.936,alta,low_shot,saved
HOC_0160,hockey,shootout,NHL,65,0,1,Kaprizov,Hellebuyck,right,0.75,0.9,0.939,alta,high_shot,goal
HOC_0161,hockey,shootout,JJOO,65,0,1,Robertson,Swayman,right,0.79,0.99,0.959,alta,right_deke,goal
HOC_0162,hockey,shootout,JJOO,65,0,1,Draisaitl,Shesterkin,right,0.6,0.67,0.855,alta,direct_shot,goal
HOC_0163,hockey,shootout,Mundial,65,0,0,Rantanen,Hellebuyck,left,0.94,0.9,0.947,alta,low_shot,saved
HOC_0164,hockey,shootout,NHL,65,0,0,Ovechkin,Sorokin,right,0.59,0.64,0.865,alta,low_shot,goal
HOC_0165,hockey,shootout,NHL,65,0,0,Barkov,Saros,left,1.0,0.42,0.861,alta,direct_shot,saved
HOC_0166,hockey,shootout,Mundial,65,0,0,Makar,Swayman,right,0.54,0.52,0.819,alta,left_deke,saved
HOC_0167,hockey,shootout,JJOO,65,0,1,MacKinnon,Bobrovsky,right,0.95,0.87,0.965,alta,direct_shot,goal
HOC_0168,hockey,shootout,JJOO,65,0,0,Kaprizov,Demko,left,0.64,0.68,0.871,alta,right_deke,goal
HOC_0169,hockey,shootout,Mundial,65,0,1,Ovechkin,Hellebuyck,right,0.51,0.69,0.844,alta,low_shot,saved
HOC_0170,hockey,shootout,NHL,65,0,1,Barkov,Demko,right,0.92,0.48,0.86,alta,direct_shot,goal
HOC_0171,hockey,shootout,JJOO,65,0,0,Kaprizov,Vasilevskiy,right,0.94,0.82,0.951,alta,right_deke,goal
HOC_0172,hockey,shootout,NHL,65,0,0,Pastrnak,Demko,right,1.0,0.66,0.918,alta,right_deke,goal
HOC_0173,hockey,shootout,Mundial,65,0,1,Pastrnak,Vasilevskiy,right,0.86,0.67,0.89,alta,direct_shot,saved
HOC_0174,hockey,shootout,JJOO,65,0,1,Point,Oettinger,left,0.81,0.5,0.87,alta,right_deke,saved
HOC_0175,hockey,shootout,JJOO,65,0,1,Matthews,Saros,right,0.71,0.57,0.857,alta,high_shot,saved
HOC_0176,hockey,shootout,NHL,65,0,1,Matthews,Hellebuyck,right,0.67,0.65,0.875,alta,low_shot,saved
HOC_0177,hockey,shootout,NHL,65,0,1,Makar,Shesterkin,right,0.95,0.71,0.931,alta,direct_shot,saved
HOC_0178,hockey,shootout,NHL,65,0,1,Draisaitl,Oettinger,right,0.72,0.69,0.88,alta,right_deke,goal
HOC_0179,hockey,shootout,Mundial,65,0,0,Robertson,Hellebuyck,left,0.56,0.91,0.895,alta,direct_shot,missed
HOC_0180,hockey,shootout,Mundial,65,0,1,Robertson,Bobrovsky,right,0.94,0.74,0.919,alta,left_deke,goal
HOC_0181,hockey,shootout,NHL,65,0,0,MacKinnon,Shesterkin,right,0.53,0.72,0.855,alta,high_shot,saved
HOC_0182,hockey,shootout,JJOO,65,0,1,Draisaitl,Hellebuyck,left,0.83,0.95,0.96,alta,direct_shot,saved
HOC_0183,hockey,shootout,JJOO,65,0,0,Ovechkin,Sorokin,right,0.89,0.69,0.921,alta,direct_shot,saved
HOC_0184,hockey,shootout,Mundial,65,0,1,Makar,Demko,right,0.74,0.43,0.827,alta,high_shot,saved
HOC_0185,hockey,shootout,Mundial,65,0,0,Matthews,Oettinger,right,0.79,0.41,0.841,alta,low_shot,saved
HOC_0186,hockey,shootout,JJOO,65,0,0,Draisaitl,Markström,right,0.92,0.9,0.952,alta,high_shot,saved
HOC_0187,hockey,shootout,Mundial,65,0,0,MacKinnon,Swayman,right,0.81,0.91,0.947,alta,direct_shot,saved
HOC_0188,hockey,shootout,JJOO,65,0,0,Point,Demko,right,0.84,0.94,0.941,alta,high_shot,saved
HOC_0189,hockey,shootout,JJOO,65,0,1,Barkov,Swayman,right,0.92,0.78,0.922,alta,direct_shot,saved
HOC_0190,hockey,shootout,JJOO,65,0,0,MacKinnon,Vasilevskiy,left,0.9,0.56,0.887,alta,high_shot,goal
HOC_0191,hockey,shootout,Mundial,65,0,1,Barkov,Vasilevskiy,left,0.7,0.73,0.894,alta,left_deke,saved
HOC_0192,hockey,shootout,JJOO,65,0,1,Robertson,Swayman,right,0.59,0.72,0.883,alta,low_shot,saved
HOC_0193,hockey,shootout,NHL,65,0,1,Kucherov,Markström,left,0.88,0.65,0.9,alta,low_shot,saved
HOC_0194,hockey,shootout,NHL,65,0,0,Kaprizov,Swayman,right,0.91,0.78,0.917,alta,direct_shot,goal
HOC_0195,hockey,shootout,Mundial,65,0,0,Matthews,Bobrovsky,right,0.87,0.82,0.937,alta,low_shot,saved
HOC_0196,hockey,shootout,Mundial,65,0,0,McDavid,Shesterkin,right,0.55,0.72,0.868,alta,low_shot,goal
HOC_0197,hockey,shootout,NHL,65,0,0,Kaprizov,Oettinger,right,0.9,0.69,0.902,alta,left_deke,saved
HOC_0198,hockey,shootout,NHL,65,0,1,Rantanen,Vasilevskiy,right,0.85,0.7,0.9,alta,low_shot,saved
HOC_0199,hockey,shootout,NHL,65,0,0,Ovechkin,Swayman,left,0.87,0.69,0.914,alta,direct_shot,saved
HOC_0200,hockey,shootout,NHL,65,0,0,Makar,Hellebuyck,right,0.94,0.57,0.885,alta,high_shot,saved
HOC_0201,hockey,shootout,NHL,65,0,0,Barkov,Vasilevskiy,right,0.94,0.5,0.889,alta,low_shot,goal
HOC_0202,hockey,shootout,NHL,65,0,1,McDavid,Markström,right,0.64,0.74,0.872,alta,high_shot,saved
HOC_0203,hockey,shootout,NHL,65,0,0,Crosby,Markström,left,0.81,0.6,0.879,alta,direct_shot,saved
HOC_0204,hockey,shootout,JJOO,65,0,0,Kucherov,Saros,right,0.87,0.86,0.951,alta,direct_shot,saved
HOC_0205,hockey,shootout,Mundial,65,0,1,Hughes,Demko,right,0.75,0.48,0.847,alta,left_deke,saved
HOC_0206,hockey,shootout,NHL,65,0,1,Ovechkin,Sorokin,right,0.7,0.89,0.905,alta,direct_shot,goal
HOC_0207,hockey,shootout,NHL,65,0,1,Kaprizov,Sorokin,right,0.52,0.41,0.81,alta,direct_shot,saved
HOC_0208,hockey,shootout,Mundial,65,0,1,Makar,Sorokin,right,0.76,0.9,0.923,alta,right_deke,missed
HOC_0209,hockey,shootout,JJOO,65,0,1,Point,Demko,right,0.86,0.7,0.9,alta,high_shot,saved
HOC_0210,hockey,shootout,JJOO,65,0,0,Barkov,Shesterkin,right,0.73,0.92,0.932,alta,low_shot,missed
HOC_0211,hockey,shootout,NHL,65,0,1,Kucherov,Swayman,left,0.89,0.84,0.943,alta,direct_shot,missed
HOC_0212,hockey,shootout,JJOO,65,0,1,Draisaitl,Hellebuyck,right,0.7,0.91,0.91,alta,left_deke,saved
HOC_0213,hockey,shootout,JJOO,65,0,0,Robertson,Markström,right,0.75,0.96,0.949,alta,direct_shot,goal
HOC_0214,hockey,shootout,JJOO,65,0,1,Robertson,Swayman,right,0.84,0.69,0.908,alta,low_shot,goal
HOC_0215,hockey,shootout,Mundial,65,0,0,Robertson,Shesterkin,left,0.59,0.71,0.869,alta,low_shot,saved
HOC_0216,hockey,shootout,JJOO,65,0,1,MacKinnon,Saros,right,0.75,0.57,0.852,alta,direct_shot,goal
HOC_0217,hockey,shootout,NHL,65,0,0,Matthews,Vasilevskiy,right,1.0,0.55,0.895,alta,direct_shot,saved
HOC_0218,hockey,shootout,NHL,65,0,0,MacKinnon,Swayman,left,0.58,0.93,0.907,alta,high_shot,saved
HOC_0219,hockey,shootout,JJOO,65,0,1,Draisaitl,Shesterkin,right,0.64,0.74,0.884,alta,direct_shot,saved
HOC_0220,hockey,shootout,Mundial,65,0,1,Hughes,Hellebuyck,left,0.93,0.69,0.912,alta,direct_shot,saved
